month,tickers
2019-02,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-03,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-04,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-05,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-06,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-07,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-08,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-09,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-10,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-11,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2019-12,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTSH;CTXS;DLTR;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
2020-01,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;XEL;XLNX
2020-02,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;XEL;XLNX
2020-03,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;XEL;XLNX
2020-04,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;XEL;XLNX
2020-05,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;XEL;XLNX;ZM
2020-06,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;XEL;XLNX;ZM
2020-07,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSGP;CSX;CTAS;CTSH;CTXS;DLTR;DOCU;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;XEL;XLNX;ZM
2020-08,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;CTXS;DLTR;DOCU;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MSFT;MU;MXIM;NFLX;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;XEL;XLNX;ZM
2020-09,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;CTXS;DLTR;DOCU;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MSFT;MU;MXIM;NFLX;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;XEL;XLNX;ZM
2020-10,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;CTXS;DLTR;DOCU;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MSFT;MU;MXIM;NFLX;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;XEL;XLNX;ZM
2020-11,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;CTXS;DLTR;DOCU;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MSFT;MU;MXIM;NFLX;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2020-12,AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;CTXS;DLTR;DOCU;DXCM;EA;EBAY;EXC;EXPE;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MSFT;MU;MXIM;NFLX;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TMUS;TSLA;TTWO;TXN;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-01,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-02,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-03,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-04,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-05,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-06,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
